age,job,marital,education,balance,housing,loan,deposit
42,technician,single,tertiary,2625,no,no,yes
58,retired,divorced,secondary,1080,yes,no,yes
47,unemployed,married,secondary,312,no,no,yes
58,admin.,married,secondary,145,yes,no,yes
41,blue-collar,married,secondary,-190,no,yes,yes
50,admin.,married,secondary,2678,no,no,yes
46,housemaid,married,secondary,271,yes,no,yes
44,blue-collar,married,secondary,0,no,no,yes
36,services,married,secondary,0,no,no,yes
58,management,divorced,secondary,3161,no,no,yes
44,unemployed,single,primary,-4,no,yes,yes
49,entrepreneur,divorced,unknown,-701,yes,no,yes
55,management,married,tertiary,-375,no,no,yes
52,unemployed,married,primary,959,no,no,yes
60,retired,divorced,secondary,1091,no,no,yes
41,services,married,unknown,-1,no,yes,yes
36,management,married,tertiary,96,no,no,yes
41,blue-collar,divorced,primary,0,no,no,yes
50,entrepreneur,married,tertiary,230,no,no,yes
44,housemaid,married,primary,-156,no,yes,yes
54,technician,married,secondary,114,no,no,yes
35,management,married,tertiary,-468,yes,no,yes
59,retired,divorced,secondary,679,no,no,yes
42,entrepreneur,married,unknown,206,yes,no,yes
27,management,single,tertiary,1,yes,no,yes
59,housemaid,divorced,primary,2518,no,no,yes
43,admin.,married,secondary,378,no,no,yes
39,technician,single,secondary,391,no,yes,yes
33,unemployed,married,secondary,-144,no,no,yes
36,self-employed,single,tertiary,1240,no,no,yes
35,blue-collar,divorced,primary,1792,yes,no,yes
50,blue-collar,married,unknown,2284,yes,no,yes
55,technician,married,secondary,264,yes,yes,yes
51,unemployed,divorced,tertiary,0,no,no,yes
48,entrepreneur,married,tertiary,-392,no,no,yes
55,housemaid,divorced,primary,77,no,no,yes
30,services,married,secondary,48,yes,no,yes
53,blue-collar,married,primary,252,no,no,yes
40,blue-collar,married,secondary,1954,no,no,yes
44,technician,married,primary,755,no,yes,yes
49,management,divorced,tertiary,755,no,no,yes
40,admin.,married,secondary,341,no,no,yes
58,unemployed,married,primary,1183,no,no,yes
49,services,married,secondary,388,no,no,yes
38,technician,married,secondary,1919,no,no,yes
51,housemaid,divorced,tertiary,1613,no,no,yes
36,management,divorced,tertiary,0,no,no,yes
55,retired,married,secondary,0,no,no,yes
43,technician,married,tertiary,0,no,no,yes
60,management,divorced,secondary,0,no,no,yes
57,retired,married,secondary,466,no,no,yes
41,technician,married,tertiary,515,no,no,yes
50,technician,married,tertiary,2313,no,no,yes
53,blue-collar,married,secondary,-8,no,no,yes
59,retired,married,primary,1634,yes,yes,yes
59,housemaid,married,primary,100,no,no,yes
52,unknown,married,unknown,5361,no,no,yes
58,management,divorced,tertiary,1257,no,no,yes
59,retired,married,primary,3400,yes,no,yes
49,technician,single,secondary,1377,no,no,yes
33,management,divorced,tertiary,2885,no,no,yes
55,blue-collar,married,primary,512,no,no,yes
42,technician,married,tertiary,921,no,no,yes
52,services,married,secondary,1000,no,no,yes
38,technician,married,tertiary,202,no,no,yes
55,technician,married,tertiary,169,no,yes,yes
49,technician,married,tertiary,3726,no,no,yes
56,technician,divorced,secondary,146,yes,no,yes
46,technician,married,secondary,940,no,no,yes
57,retired,divorced,tertiary,734,no,no,yes
61,retired,married,secondary,77,no,no,yes
45,admin.,married,secondary,925,no,no,yes
39,management,married,tertiary,1836,no,no,yes
46,admin.,married,secondary,660,no,no,yes
43,management,single,tertiary,1304,no,no,yes
34,services,married,secondary,2956,no,no,yes
35,management,divorced,tertiary,146,no,no,yes
36,management,divorced,tertiary,36,no,no,yes
45,management,divorced,tertiary,1,no,no,yes
47,technician,married,secondary,2480,no,no,yes
42,technician,married,tertiary,14282,yes,no,yes
40,management,single,tertiary,0,no,no,yes
40,technician,divorced,secondary,311,no,no,yes
32,technician,married,secondary,560,no,no,yes
33,technician,single,secondary,3059,no,yes,yes
32,self-employed,married,tertiary,1423,no,no,yes
46,blue-collar,married,primary,874,no,no,yes
50,admin.,married,secondary,706,yes,no,yes
51,blue-collar,married,primary,7098,no,no,yes
30,management,single,tertiary,5389,no,no,yes
39,technician,single,secondary,1104,no,no,yes
47,admin.,married,secondary,3070,no,no,yes
40,technician,divorced,secondary,0,no,no,yes
50,blue-collar,married,primary,4108,yes,no,yes
60,management,married,tertiary,0,no,no,yes
32,management,single,tertiary,4291,no,no,yes
57,technician,married,tertiary,6822,no,no,yes
41,self-employed,married,tertiary,231,no,no,yes
50,technician,married,secondary,3176,no,no,yes
46,technician,divorced,secondary,-824,yes,no,yes
31,management,married,tertiary,676,no,no,yes
36,technician,single,secondary,651,no,no,yes
45,technician,divorced,secondary,2657,no,no,yes
33,technician,divorced,secondary,801,no,no,yes
47,services,married,secondary,405,no,yes,yes
35,management,married,tertiary,82,no,no,yes
38,management,married,tertiary,179,no,no,yes
33,management,married,tertiary,1047,no,no,yes
44,technician,single,secondary,7138,no,no,yes
31,management,single,tertiary,165,no,yes,yes
31,management,single,tertiary,37,no,no,yes
49,services,married,secondary,823,no,no,yes
52,services,married,primary,1625,no,no,yes
31,technician,married,tertiary,120,no,no,yes
35,management,married,tertiary,2957,yes,yes,yes
31,management,single,tertiary,2,no,no,yes
36,technician,divorced,secondary,1,no,no,yes
39,management,married,tertiary,1795,no,no,yes
46,management,married,tertiary,4,no,no,yes
48,blue-collar,married,primary,476,no,no,yes
36,management,married,tertiary,9,no,no,yes
30,management,married,tertiary,131,yes,no,yes
33,management,single,tertiary,1120,no,no,yes
57,housemaid,married,primary,2785,no,no,yes
33,management,single,tertiary,0,no,no,yes
35,management,married,tertiary,43,no,no,yes
53,management,married,tertiary,0,no,no,yes
41,management,married,secondary,456,yes,no,yes
32,management,single,secondary,2018,no,no,yes
41,management,married,tertiary,0,no,no,yes
35,technician,single,secondary,354,no,no,yes
48,blue-collar,married,primary,719,no,yes,yes
34,management,married,tertiary,828,no,yes,yes
47,blue-collar,married,secondary,2787,no,no,yes
46,unemployed,married,secondary,2551,no,no,yes
60,retired,married,secondary,2722,no,no,yes
39,management,married,secondary,1880,no,no,yes
57,blue-collar,married,primary,2112,no,no,yes
36,unemployed,divorced,secondary,871,no,no,yes
30,management,married,secondary,850,no,no,yes
33,technician,married,secondary,3243,no,no,yes
30,management,married,tertiary,1567,yes,no,yes
36,technician,single,secondary,12,no,no,yes
49,blue-collar,married,primary,128,no,no,yes
49,blue-collar,married,secondary,553,no,no,yes
40,unemployed,divorced,secondary,1694,no,no,yes
49,blue-collar,married,primary,408,no,no,yes
38,management,married,tertiary,1223,no,no,yes
31,management,single,tertiary,1858,no,no,yes
34,management,married,tertiary,520,yes,no,yes
39,management,married,tertiary,271,yes,no,yes
40,management,married,secondary,4396,no,no,yes
47,technician,married,secondary,568,yes,no,yes
37,technician,single,secondary,3665,no,no,yes
44,technician,single,secondary,244,yes,no,yes
55,management,married,tertiary,568,no,no,yes
40,technician,married,secondary,42,no,no,yes
54,retired,married,primary,309,no,no,yes
35,technician,married,secondary,-180,no,yes,yes
32,technician,single,tertiary,34646,no,no,yes
36,management,divorced,tertiary,59,no,no,yes
37,management,married,tertiary,4436,no,no,yes
37,technician,single,secondary,-242,yes,no,yes
50,self-employed,married,secondary,10052,no,no,yes
58,retired,married,tertiary,0,no,no,yes
52,technician,divorced,secondary,152,no,no,yes
31,management,married,tertiary,156,no,no,yes
40,management,married,tertiary,66,no,no,yes
34,management,single,tertiary,9827,yes,no,yes
53,services,married,secondary,6170,no,no,yes
43,management,married,tertiary,2383,no,no,yes
30,technician,single,tertiary,635,no,no,yes
34,technician,single,secondary,16,no,no,yes
48,admin.,divorced,secondary,362,no,no,yes
33,management,married,tertiary,191,no,no,yes
37,management,single,tertiary,455,yes,no,yes
57,technician,divorced,secondary,3043,no,no,yes
55,retired,married,primary,3334,no,no,yes
34,technician,married,tertiary,8029,yes,no,yes
44,entrepreneur,married,tertiary,624,no,no,yes
35,management,single,tertiary,331,no,no,yes
34,housemaid,married,primary,2929,no,no,yes
49,services,married,secondary,1314,no,no,yes
30,technician,married,secondary,289,yes,no,yes
32,management,single,tertiary,20,no,no,yes
56,blue-collar,married,primary,8163,no,no,yes
50,management,single,tertiary,1200,no,no,yes
32,technician,single,secondary,1732,yes,no,yes
45,technician,single,tertiary,0,no,no,yes
52,management,married,tertiary,576,no,no,yes
60,blue-collar,married,primary,493,no,no,yes
47,management,married,tertiary,682,no,no,yes
32,technician,single,secondary,0,no,no,yes
55,blue-collar,married,primary,3485,no,no,yes
36,management,single,tertiary,2944,no,no,yes
46,technician,married,secondary,1353,no,no,yes
55,management,divorced,tertiary,0,no,no,yes
30,management,single,tertiary,1541,no,no,yes
54,blue-collar,married,secondary,548,no,no,yes
31,management,divorced,tertiary,254,no,no,yes
46,technician,single,tertiary,4414,no,no,yes
61,management,married,secondary,985,no,no,yes
58,retired,married,primary,1241,no,no,yes
38,technician,single,secondary,3278,no,no,yes
49,technician,married,secondary,412,no,no,yes
43,management,single,tertiary,483,no,no,yes
52,management,married,tertiary,7135,no,no,yes
33,self-employed,single,tertiary,61,no,no,yes
33,management,married,tertiary,1412,yes,no,yes
53,management,married,tertiary,15,no,no,yes
40,admin.,single,tertiary,27,no,no,yes
44,self-employed,married,tertiary,1196,no,no,yes
42,technician,divorced,secondary,19,no,no,yes
33,management,single,tertiary,432,no,no,yes
53,technician,married,tertiary,988,no,no,yes
60,admin.,married,tertiary,1614,no,no,yes
33,technician,single,secondary,163,yes,no,yes
37,technician,married,tertiary,247,no,no,yes
45,admin.,married,secondary,236,no,no,yes
34,technician,single,secondary,666,no,no,yes
56,technician,married,tertiary,73,no,no,yes
57,technician,divorced,tertiary,96,no,no,yes
32,management,single,tertiary,46,no,no,yes
50,services,married,secondary,1501,no,no,yes
30,services,single,tertiary,-477,no,yes,yes
56,admin.,married,secondary,1694,no,no,yes
55,blue-collar,married,secondary,196,no,no,yes
34,self-employed,single,tertiary,462,no,no,yes
52,management,married,tertiary,1227,no,no,yes
32,management,single,tertiary,522,no,no,yes
31,self-employed,married,tertiary,94,no,no,yes
44,technician,married,secondary,267,no,no,yes
33,management,married,tertiary,4570,no,no,yes
53,blue-collar,married,secondary,25,no,no,yes
46,management,single,tertiary,0,no,no,yes
46,entrepreneur,married,tertiary,1920,no,no,yes
59,admin.,married,secondary,1575,yes,no,yes
51,unemployed,married,secondary,234,no,no,yes
57,retired,married,primary,3518,yes,no,yes
43,technician,married,secondary,136,no,no,yes
48,management,single,tertiary,830,no,no,yes
33,housemaid,married,primary,2054,no,no,yes
59,blue-collar,married,primary,-546,no,no,yes
58,blue-collar,married,primary,5188,yes,no,yes
32,management,single,tertiary,1882,no,no,yes
44,management,married,tertiary,792,no,no,yes
47,blue-collar,married,unknown,162,no,no,yes
34,technician,married,secondary,1035,no,no,yes
51,retired,married,tertiary,746,no,no,yes
60,unknown,married,unknown,17297,no,no,yes
46,admin.,married,secondary,22,no,no,yes
41,technician,married,tertiary,231,no,no,yes
34,self-employed,single,secondary,296,no,no,yes
31,technician,divorced,tertiary,0,no,no,yes
37,management,married,tertiary,40,no,no,yes
59,retired,married,secondary,2396,no,no,yes
55,services,married,unknown,2944,no,no,yes
33,management,single,tertiary,7084,no,no,yes
30,technician,married,tertiary,569,no,no,yes
36,management,married,tertiary,0,no,no,yes
44,management,married,tertiary,1138,no,no,yes
36,technician,divorced,secondary,54,yes,no,yes
33,management,single,tertiary,2637,no,no,yes
36,technician,married,secondary,2473,no,no,yes
53,blue-collar,married,primary,5603,no,no,yes
47,admin.,divorced,secondary,225,no,no,yes
39,management,married,tertiary,-17,yes,yes,yes
35,technician,single,secondary,3490,yes,no,yes
32,management,single,tertiary,769,no,no,yes
46,technician,divorced,secondary,-90,no,yes,yes
30,self-employed,married,tertiary,1785,no,no,yes
36,self-employed,single,tertiary,-103,yes,yes,yes
47,admin.,divorced,secondary,555,yes,yes,yes
52,technician,married,secondary,5303,yes,no,yes
43,management,married,tertiary,1258,no,no,yes
44,technician,single,secondary,1679,no,no,yes
30,blue-collar,married,secondary,1664,yes,no,yes
32,admin.,married,secondary,8749,yes,yes,yes
42,admin.,single,secondary,-247,yes,yes,yes
33,services,married,secondary,3444,yes,no,yes
45,admin.,married,secondary,5346,yes,yes,yes
45,blue-collar,married,secondary,1144,yes,no,yes
28,student,single,secondary,2351,no,no,yes
32,technician,single,tertiary,5514,no,no,yes
28,self-employed,married,secondary,123,no,yes,yes
44,admin.,divorced,primary,429,yes,no,yes
51,entrepreneur,married,tertiary,5254,yes,no,yes
56,technician,married,secondary,589,yes,no,yes
40,technician,divorced,tertiary,568,yes,no,yes
49,admin.,married,secondary,10250,yes,no,yes
50,management,single,tertiary,3537,no,no,yes
58,admin.,divorced,secondary,1947,no,no,yes
37,admin.,married,secondary,1967,no,no,yes
27,entrepreneur,married,secondary,2329,no,no,yes
47,management,divorced,tertiary,12026,yes,no,yes
39,admin.,married,secondary,1757,no,no,yes
43,management,married,secondary,107,yes,yes,yes
34,technician,married,secondary,1012,yes,yes,yes
35,management,divorced,tertiary,0,yes,no,yes
58,management,divorced,tertiary,372,no,yes,yes
35,management,single,tertiary,7506,yes,no,yes
42,technician,divorced,secondary,314,yes,no,yes
43,retired,married,secondary,860,no,no,yes
34,housemaid,married,secondary,0,yes,no,yes
35,blue-collar,single,secondary,3623,no,no,yes
38,admin.,single,secondary,2470,no,no,yes
39,blue-collar,married,secondary,1307,yes,no,yes
58,retired,divorced,tertiary,3237,no,no,yes
60,management,married,tertiary,5041,no,no,yes
56,technician,married,secondary,6619,yes,no,yes
31,management,married,tertiary,1331,no,no,yes
37,services,married,secondary,1970,yes,no,yes
59,retired,divorced,secondary,1026,no,no,yes
49,management,married,secondary,249,no,no,yes
30,management,single,tertiary,12857,yes,no,yes
31,technician,single,tertiary,2807,no,no,yes
40,blue-collar,married,secondary,5060,no,no,yes
43,admin.,married,secondary,2271,no,no,yes
48,management,married,tertiary,1,no,no,yes
34,management,married,tertiary,676,no,no,yes
28,self-employed,single,tertiary,160,no,no,yes
34,admin.,married,tertiary,899,yes,no,yes
47,blue-collar,married,secondary,1230,yes,no,yes
59,housemaid,married,tertiary,0,no,no,yes
32,blue-collar,single,tertiary,700,no,no,yes
31,entrepreneur,single,secondary,0,no,no,yes
27,student,single,secondary,67,no,no,yes
35,unemployed,single,secondary,127,yes,no,yes
32,blue-collar,married,secondary,2089,yes,no,yes
57,blue-collar,married,unknown,3585,no,no,yes
58,management,married,tertiary,4152,yes,no,yes
30,technician,single,secondary,816,yes,no,yes
37,management,married,secondary,5447,yes,yes,yes
44,technician,divorced,secondary,275,no,no,yes
57,blue-collar,married,secondary,1540,yes,no,yes
34,blue-collar,married,secondary,751,yes,yes,yes
54,unemployed,single,secondary,380,no,no,yes
55,retired,married,secondary,1504,yes,yes,yes
59,management,married,tertiary,1783,no,yes,yes
53,retired,married,tertiary,2269,no,no,yes
37,technician,married,secondary,5115,yes,no,yes
45,entrepreneur,married,secondary,781,no,yes,yes
49,technician,single,secondary,-188,yes,yes,yes
31,blue-collar,single,tertiary,761,no,no,yes
31,admin.,single,secondary,19,yes,no,yes
35,technician,married,secondary,4508,yes,no,yes
37,entrepreneur,divorced,tertiary,66,no,no,yes
48,management,married,tertiary,2266,no,no,yes
39,technician,single,secondary,4646,yes,no,yes
34,management,single,tertiary,1494,yes,no,yes
